sentence,label,text_length,word_count,cleaned_text
RT @anonymized_account @anonymized_account Tak Kamila wasze zachowanie w Sejmie i pod Sejmem nosi znamiona choroby psychicznej!,1,127,16,Kamila zachowanie sejm sejm nosić znamię choroba psychiczny
"@anonymized_account Tam powinien być podpis \""Marian! Nie mam się w co ubrać\"".",0,79,12,"podpis \""marian ubrać\"
"@anonymized_account Jak porachujesz, skoro liczyć nie umisz?",0,60,7,porachować skoro liczyć umić
"@anonymized_account @anonymized_account Zaległości były, ale ważne czy były wezwania do zapłaty z których się klub nie wywiązał.",0,128,17,zaległość ważny wezwanie zapłata klub wywiązać
RT @anonymized_account W Wojsku Polskim jest moc! Polacy mogą być dumni ze swoich obrońców Ojczyzny! Wszystkim dziękuję za wspaniałą #WIELKADEFILA…,0,147,20,wojsko polski moc Polak dumny swój obrońca ojczyzna dziękować wspaniały wielkadefilać
@anonymized_account @anonymized_account @anonymized_account Matka Boska była półką i Jezus też.,0,95,10,matka boski półka Jezus
@anonymized_account @anonymized_account A niby z jakiego powodu? Żeby mogła sprawować swój urząd? Chyba żart!,0,109,14,niby jaki powód móc sprawować swój urząd chyba żart
@anonymized_account No to Pan i koledzy macie z głowy. Przesrane tak reszta życia pod górkę.,0,92,15,kolega mieć głowa przesrać reszta życie górka
@anonymized_account @anonymized_account czytał to ktos przed publikacją ?,0,73,8,czytać publikacja
BONG BONG BONG BONG BONG BONG BONG BONG,0,39,8,bong bong bong bong bong bong bong bong
@anonymized_account @anonymized_account Co ma Pan Ziobro? Nie przy śniadaniu bo się niespodziewanie udławić można.,0,114,14,ziobro śniadanie niespodziewanie udławić
@anonymized_account @anonymized_account Jak.mam coś do kogoś to do tego kogoś mówię a nie w próżnię.,0,100,15,jak.mać ktoś ktoś mówić próżnia
"@anonymized_account od tygodnia w Krakowie ? Ciekawe bo instagram Borovicanina, który przebywa teraz na Cyprze mówi co innego",0,125,18,tydzień krakowie ciekawy instagram borovicaninać przebywać cypra mówić inny
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Teraz jest próba zrzucenia wszystkiego na zawodnika, że on nie chciał zostać.",0,157,16,próba zrzuceć wszystko zawodnik chcieć zostać
"@anonymized_account @anonymized_account @anonymized_account Ja mam wrażenie, że nikt za niego dużej kasy nie da i 1-1,5 mln za niego zarobimy.",0,142,20,"wrażenie nikt duży kasa dać 1 1,5 milion zarobić"
@anonymized_account screen zrobiony.Po sezonie go przypomne.,0,60,6,screenyć zrobiony.po sezoć przypomny
"@anonymized_account @anonymized_account Smokowski mówił że Wisła ma piłkarzy 3 sortu, a Wieszczycki deprecjonował dobrą prace Kiko",0,130,16,smokowski mówić wisła piłkarz 3 sort wieszczycki deprecjonować dobry praca kiko
@anonymized_account jak mogła nam to zrobić :(,0,46,7,móc zrobić
@anonymized_account Raptem wszyscy mają amnezję i muszą czytać przedruki. Trzeba łykać magnez,0,93,12,raptem amnezja musieć czytać przedruk łykać magnez
@anonymized_account @anonymized_account Proszę oglądnąć powtórkę bez komentarza bo komentarz daje wiarę sędziemu ale przecierz boguskiego zachaczono w polu karnym,0,162,19,prosić oglądnąć powtórka komentarz komentarz dawać wiara sędziemu przecierz boguski zachaczić pole karny
@anonymized_account potępiam po prostu takie zachowanie.Chodzi mi o zawodników.Nigdzie nic o Legii nie pisałem ani nie obrażałem.,0,129,17,potępiać prosty zachowanie.chodzi zawodników.nigdzie legia pisać być obrażać być
@anonymized_account @anonymized_account Jak zwykle piwo zamiast mózgu,1,69,7,zwykle piwo zamiast mózg
Web wykonawcy Thee Oh Sees\nhttps://t.co/YIN6Gm0XZg,0,51,5,web wykonawca they oh sees\nhttps://t.co yin6gm0xzg
"@anonymized_account Progres ma 1 trudny mecz, ale za to jest w bardzo słabej formie.",0,84,14,progres 1 trudny mecz słabej forma
@anonymized_account @anonymized_account Niech @anonymized_account machnie \n się za mizulmana to zaraz zmieni zdanie😁😁😁. Kompletne zglupienie😁😁,0,143,15,machć \n mizulmać zaraz zmienić zdanie 😁 😁 😁 kompletny zglupienie 😁 😁
"@anonymized_account @anonymized_account Żeby się dwa razy zastanowić, po co tam jechać, jak można w fajne miejsce za 3 dychy 😁",0,126,20,raz zastanowić jechać fajny miejsce 3 dych 😁
#Wypozyczeni Widzew - Resovia 2:1.\nMarcin Pigiel poza kadrą gospodarzy.,0,72,9,wypozyczić widzew resovia 2:1.\nmarcin pigiel kadra gospodarz
@anonymized_account @anonymized_account Na 'Tylko Liga Mistrzów się liczy' można zakończyć bezsensowną dyskusję.,0,112,12,liga mistrz liczyć zakończyć bezsensowny dyskusja
@anonymized_account I cały czas pracuje z tym zespołem,0,54,8,czas pracować zespół
@anonymized_account @anonymized_account To pewnie Mojica z Girony wskoczy do 11.,0,80,10,pewnie mojica giron wskoczyć 11
@anonymized_account @anonymized_account Jak na amice to i tak sporo.,0,68,9,amika sporo
"@anonymized_account @anonymized_account @anonymized_account walczą ze sobą, mają wątpliwości, ręczę za nich",0,107,11,walczyć wątpliwość ręczyć
"@anonymized_account Były, ale w grze, a nie konkursach jedenastek.",0,66,9,gra konkurs jedenastek
@anonymized_account Nie ma celnego strzału. Spalony 😀,0,53,7,celny strzał spalić 😀
"@anonymized_account @anonymized_account To tylko Twoje życzenia, nikt nie zapowiadał wzmocnień",0,94,10,życzenie nikt zapowiadać wzmocnienie
"@anonymized_account @anonymized_account Dobrze że wieś robi się bogata, wywiozą was na rozrzutnikach i gównem zasypią",0,117,15,wieś robić bogata wywioza rozrzutnik gówno zasypać
@anonymized_account Napisałem że się zastanowię. Noe pali się,0,61,8,napisać być zastanowić noe palić
"@anonymized_account Zjeby idą na starcie, żadnych ustępstw, żadnych wątpliwości",1,79,9,zjeby iść starcie ustępstwo wątpliwość
"@anonymized_account tworzą precedens,  chcą iść na wojnę, rękawica została rzucona",0,82,10,tworzyć precedens chcieć iść wojna rękawica zostać rzucić
No to się debil Duda popisał na sam początek. Przyszedł po zakończeniu hymnu.,1,77,13,debil dud popisać początek przyjść zakończyć hymno
@anonymized_account mam beke z takich ludzi.Niech jeszcze napisze że zarabia za mało w stosunku do Lewandowskiego.,0,114,16,beke ludzi.niech napisać zarabiać stosunek lewandowski
@anonymized_account @anonymized_account @anonymized_account a korona jak tam w pucharach ? A no tak nigdy nie przegraliście tam meczu,0,133,18,koron puchare przegraliść mecz
"Jakieś dzikie krzyki mnie z dołu dochodzą \""Yes!\"". A więc już 1:0 dla Cracovii?",0,80,14,"jakiś dziki krzyk dół dochodzić \""yes!\ 1:0 cracovia"
"RT @anonymized_account #słowoNaNiedzielę \nZaprawdę powiadam Wam,aby wykastrować księdza,trzeba ministranta w podbródek kopnąć.\nAmen.",1,134,12,słowonaniedziela \nzaprawdę powiadać wykastrować ksiądz ministrant podbródek kopnąć.\namen
"@anonymized_account O pani z lewej się nie wypowiem,ale pan z prawej faktycznie jakaś wołżańska uroda,albo nawet uralska nie wołżańska.",0,135,19,lewy wypowie prawy faktycznie wołżański uroda uralski wołżański
RT @anonymized_account jedyne co mi w życiu wyszło to drut ze stanika,0,69,12,jedyny życie wyjść drut stanik
@anonymized_account Skąd te kluby biorą pieniądze na finansowanie działalności?  Bo może chodzi bardziej o kluby przy każdej szkole itp,0,135,19,klub brać pieniądz finansować działalność chodzić klub każdy szkoła i tym podobne
"Ciagle śmieci trzeba wynosić bo nie lubie jak mi przypominają, że  środowisko tym aluminium zanieczyszczam",0,106,15,ciagle śmieć wynosić lubie przypominać środowisko aluminium zanieczyszczać
"@anonymized_account To musi być ogromne zaskoczenie, że jest tylko jeden mistrz Anglii 😜",0,88,13,ogromny zaskoczenie mistrz anglia 😜
@anonymized_account A o Sadloku już coś wiadomo ?,0,49,8,sadlok wiadomo
"@anonymized_account \""Gdy wszyscy wiedzą, że coś jest niemożliwe, przychodzi ktoś, kto o tym nie wie, i to robi”.",0,113,18,"\""gdy wiedzieć niemożliwy przychodzić robić"
@anonymized_account @anonymized_account A skąd on wie jak jest w innych klubach ? Niech się wypowiada o klubach w których grał.,0,127,20,klub wypowiadać klub grać
@anonymized_account Jak legia nieprzejdzie tych amatorów to sadiku będzie na ustach za niewykorzystanie tej setki,0,113,15,legia nieprzejdzie amator sadik usta niewykorzystać setka
@anonymized_account Może nie ma na kogo głosować.,0,49,7,kto głosować
"@anonymized_account Tak, z tego co widziałam masz go na instagramie i fejsie ale nic już nie mówię XD",0,101,18,widzieć być mieć instagram fejs mówić xd
Dziś posłowie totalnej zbojkotowali Woronicza? To  wielka strata dla wszystkich nie móc usłyszeć posła Halickiego lub Kierwinskiego. ☹️☹️☹️,0,139,18,poseł totalny zbojkotować woronicz wielki strata móc usłyszeć poseł halickiy kierwinskiy ☹ ️ ☹ ️ ☹ ️
@anonymized_account @anonymized_account @anonymized_account od paru lat słysze o sponsorze więc tym bardziej szacunek że przez pare lat się nieujawnił...,0,153,19,parę rok słyszeć sponsora szacunek pary rok nieujawnić
Widzieliście kiedyś siebie we śnie? Bo ja nie,0,45,8,widzieć być kiedyś siebie sen
"@anonymized_account @anonymized_account Mógł, ale jakoś nie chce mi się wierzyć, że tak to wyglądało.",0,101,14,móc wierzyć wyglądać
Czy ktoś może mi zrobić zdjęcie wśród słoneczników proszę?,0,58,9,zrobić zdjęcie słonecznik prosić
"Od dziś klęskę w wyborach samorządowych mierzymy w Guziałach.\n\nJaki: 2,5 Guziała\nPiS: 1,85 Guziała i 4 Żalki",0,111,16,"klęska wybory samorządowy mierzyć guziałach.\n\njak 2,5 guziała\npis 1,85 guziać 4 żalka"
@anonymized_account @anonymized_account Jak zwykle najwięcej do powiedzenia mają pisowskie sieroty po komunie.,0,110,12,zwykle najwięcej powiedzieć pisowski sierota komun
RT @anonymized_account @anonymized_account Przykładnie ukarać i obciążyć kosztami odnowy elewacji..,0,99,10,przykładnie ukarać obciążyć koszt odnowy elewacja
"A dla Rosji szacunek. Oni mogą powiedzieć, że wycisnęli maxa ze swojego potencjału. Jak my na Euro 2016.",0,104,18,rosja szacunek powiedzieć wycisnąć maxa swój potencjał euro 2016
@anonymized_account No to masz wybaczone :) powodzenia jutro :),0,63,9,mieć wybaczyć powodzenie jutro
RT @anonymized_account @anonymized_account Tobie muszą nieźle płacić za to gówno pomyj.Nikt normalny dzień w dzień by nie dał rady .,1,132,20,musieć nieźle płacić gówno pomyj.nikt normalny dzień dzień dać rada
@anonymized_account @anonymized_account @anonymized_account Tak jest. Ale Macierewicz jest jednym i drugim.,0,107,11,Macierewicz drugi
@anonymized_account Jarkacz wsiekły na Beata wystarczy nie kraść,0,64,8,jarkacz wsiekły beato wystarczyć kraść
@anonymized_account Po prostu czekamy dalej na tę zapowiadaną bombę atomową,0,75,10,prosty czekać daleko zapowiadać bomba atomowy
@anonymized_account A w czym problem bo akurat niejestem w temacie?,0,67,10,co problem akurat niejest temat
"@anonymized_account @anonymized_account @anonymized_account Bo to ciekawa i fascynująca osobowość, pełna wewnętrznego piękna i ciągle nieodgadniona",0,147,15,ciekawy fascynujący osobowość pełny wewnętrzny piękny ciągle nieodgadnić
"@anonymized_account Właśnie sobie pomyślałem, jak bardzo na podstawowym kursie prezenterskim w TVP prowadzący by zaorał tę rozmowę.",0,131,17,pomyśleć być podstawowy kurs prezenterski tvp prowadzić zaorać rozmowa
@anonymized_account @anonymized_account a ile bramek strzelił Sanogo w 1.lidze ?,0,80,10,Bramek strzelić sanogo 1.lidze
RT @anonymized_account Akcja policji w budynkach Wisły Kraków ma związek z śledztwem dotyczącym kradzieży flag GKS Katowice. @anonymized_account @anonymized_account,0,164,19,akcja policja budynek wisła kraków związek śledztwo dotyczącym kradzież flaga gks katowica
@anonymized_account O nie ja tez miałam sprzątnąć swój ale jakoś nie mogę się zebrać,0,84,14,tez mieć być sprzątnąć swój móc zebrać
"@anonymized_account Nie bucz, i tak śmierdzisz",1,46,6,bucz śmierdzić
"@anonymized_account Chyba mógł, zawiesinka i to gdzieś na piąty metr.",0,69,10,chyba móc zawiesinka piąty metr
@anonymized_account Chyba ze ona cie wykończyła 😀,0,49,7,chyba wykończyć 😀
@anonymized_account @anonymized_account Wieteska już nie jest mlodziezowcem,0,75,7,wieteski mlodziezowcem
Transmisja TVN 24 z przejazdu sędziego Tulei autobusem do rzecznika dyscyplinarnego przejdzie do historii. Historii szajby.,0,123,16,transmisja tvn 24 przejazd sędzia tulei autobus rzecznik dyscyplinarny przejść historia historia szajby
"@anonymized_account @anonymized_account Nie wiem czy mają świetnie czy nie, wiem kto ich chciał rozpiżdżyć w drobny mak.",0,120,17,wiedzieć świetnie wiedzieć chcieć rozpiżdżyć drobny mak
@anonymized_account @anonymized_account Czekam teraz na Twittera. Czas najwyższy.,0,81,8,czekać twitter czas najwyższy
"@anonymized_account A co do tego meczu to wczoraj był, Machester United z Tottenhamem i go jednak nie oglądałam",0,111,18,mecz wczoraj machester united tottenham oglądać być
RT @anonymized_account @anonymized_account jest to dobra informacja dla tych co okradali  Polskę od 89  roku  Irlandia da im wolność,0,132,19,dobry informacja okradać polska 89 Irlandia dać wolność
@anonymized_account @anonymized_account Nie szkoda czasu?😁😁😁 A teraz kto jest?,0,78,9,szkoda czas 😁 😁 😁
@anonymized_account @anonymized_account Tak Krzysiu powiedział ? Teraz kolejnego będzie zwalniał ?,0,98,11,krzysiu powiedzieć kolejny zwalniać
@anonymized_account @anonymized_account No spałem 2.5 godziny 😉,0,63,7,spać być 2 5 godzina 😉
@anonymized_account @anonymized_account @anonymized_account A co już całą kase przegrałeś w kasynie ?,0,101,12,cały kase przegrać być kasyna
"@anonymized_account Musi być pierwszy w okopie, nie straszne mu bombardowania, zuch",1,83,11,pierwszy okop straszny bombardowanie zuch
@anonymized_account dlaczego szkoda ? Chciał więcej zarabiać to będzie.Chyba nie uwierzyłeś w bajki że tam ma większe szanse na granie ?,0,136,21,szkoda chcieć zarabiać będzie.chyba uwierzyć być bajka duży szansa granie
@anonymized_account @anonymized_account ale co to za płacze że piłka jest najpopularniejszym sportem i ludzie wolą to oglądać niż bieganie ?,0,140,20,płakać piłka najpopularniejszym sport człowiek woleć oglądać biegać
"@anonymized_account a jak to będzie po polsku i czy do wieczora zdążę, wliczając popołudniową drzemkę? 😉",0,104,16,polski wieczor zdążę wliczać popołudniowy drzemka 😉
"@anonymized_account Dwa dni później do Wielkopolski zawitajcie, tam będzie meczycho 😁",0,85,11,dzień późno wielkopolska zawitajcie meczycho 😁
"@anonymized_account To też było zaplanowane, chcieliśmy ich uniknąć w półfinale i jednych wywalić już wtedy ze strefy medalowej.",0,128,18,zaplanować chcieć być uniknąć półfinał jeden wywalić strefa medalowy
@anonymized_account @anonymized_account Wystarczy wsadzić przeciwnikowi palec w dupe i już można zostać legendą 😂,1,113,14,wystarczyć wsadzić przeciwnik palec dupe zostać legenda 😂
@anonymized_account Pogba nie był na pozycji spalonej.,0,54,7,pogba pozycja spalony
@anonymized_account Tez wczoraj byłam na randce która trwała cały dzień Xd,0,74,11,tez wczoraj być być randka trwać dzień xd
"@anonymized_account Dwa najwieksze siury internetu, co za przewrotność",0,70,8,najwieksz siura internet przewrotność
